0,0,9.42462e-07,28004.2,0,0.000125662,0.1,0
0.01,0,3.14154e-06,28004.2,0,0.000251323,0.0999999,0
0.02,0,6.59724e-06,28004.2,0,0.000376985,0.0999997,0
0.03,0,1.13095e-05,28004.2,0,0.000502646,0.0999995,0
0.04,0,1.72785e-05,28004.2,0,0.000628308,0.0999992,0
0.05,0,2.4504e-05,28004.2,0,0.000753969,0.0999989,0
0.06,0,3.29861e-05,28004.2,0,0.00087963,0.0999984,0
0.07,0,4.27249e-05,28004.2,0,0.00100529,0.0999979,0
0.08,0,5.37203e-05,28004.2,0,0.00113095,0.0999974,0
0.09,0,6.59722e-05,28004.2,0,0.00125661,0.0999967,0
0.1,0,7.94808e-05,28004.2,0,0.00138227,0.099996,0
0.11,0,9.42459e-05,28004.2,0,0.00150793,0.0999952,0
0.12,0,0.000110268,28004.2,0,0.00163359,0.0999944,0
0.13,0,0.000127546,28004.2,0,0.00175924,0.0999935,0
0.14,0,0.000146081,28004.2,0,0.0018849,0.0999925,0
0.15,0,0.000165872,28004.2,0,0.00201056,0.0999914,0
0.16,0,0.00018692,28004.2,0,0.00213621,0.0999903,0
0.17,0,0.000209225,28004.2,0,0.00226187,0.0999891,0
0.18,0,0.000232786,28004.2,0,0.00238752,0.0999879,0
0.19,0,0.000257603,28004.2,0,0.00251318,0.0999865,0
0.2,0,0.000283678,28004.2,0,0.00263883,0.0999851,0
0.21,0,0.000311008,28004.2,0,0.00276448,0.0999837,0
0.22,0,0.000339595,28004.2,0,0.00289013,0.0999821,0
0.23,0,0.000369439,28004.2,0,0.00301578,0.0999805,0
0.24,0,0.000400539,28004.2,0,0.00314143,0.0999788,0
0.25,0,0.000432896,28004.2,0,0.00326707,0.0999771,0
0.26,0,0.000466509,28004.2,0,0.00339272,0.0999753,0
0.27,0,0.000501378,28004.2,0,0.00351836,0.0999734,0
0.28,0,0.000537504,28004.2,0,0.003644,0.0999715,0
0.29,0,0.000574887,28004.2,0,0.00376965,0.0999694,0
0.3,0,0.000613525,28004.2,0,0.00389528,0.0999673,0
0.31,0,0.000653421,28004.2,0,0.00402092,0.0999652,0
0.32,0,0.000694572,28004.2,0,0.00414656,0.099963,0
0.33,0,0.00073698,28004.2,0,0.0042722,0.0999607,0
0.34,0,0.000780644,28004.2,0,0.00439783,0.0999583,0
0.35,0,0.000825565,28004.2,0,0.00452346,0.0999559,0
0.36,0,0.000871741,28004.2,0,0.00464909,0.0999533,0
0.37,0,0.000919175,28004.2,0,0.00477472,0.0999508,0
0.38,0,0.000967864,28004.2,0,0.00490035,0.0999481,0
0.39,0,0.00101781,28004.2,0,0.00502597,0.0999454,0
0.4,0,0.00106901,28004.2,0,0.00515159,0.0999426,0
0.41,0,0.00112147,28004.2,0,0.00527721,0.0999398,0
0.42,0,0.00117518,28004.2,0,0.00540283,0.0999369,0
0.43,0,0.00123015,28004.2,0,0.00552845,0.0999339,0
0.44,0,0.00128638,28004.2,0,0.00565406,0.0999308,0
0.45,0,0.00134386,28004.2,0,0.00577968,0.0999277,0
0.46,0,0.0014026,28004.2,0,0.00590529,0.0999245,0
0.47,0,0.0014626,28004.2,0,0.00603089,0.0999212,0
0.48,0,0.00152385,28004.2,0,0.0061565,0.0999179,0
0.49,0,0.00158636,28004.2,0,0.0062821,0.0999145,0
0.5,0,0.00165012,28004.2,0,0.0064077,0.099911,0
0.51,0,0.00171514,28004.2,0,0.0065333,0.0999075,0
0.52,0,0.00178141,28004.2,0,0.0066589,0.0999039,0
0.53,0,0.00184894,28004.2,0,0.00678449,0.0999002,0
0.54,0,0.00191773,28004.2,0,0.00691008,0.0998965,0
0.55,0,0.00198777,28004.2,0,0.00703567,0.0998926,0
0.56,0,0.00205907,28004.2,0,0.00716125,0.0998888,0
0.57,0,0.00213163,28004.2,0,0.00728683,0.0998848,0
0.58,0,0.00220544,28004.2,0,0.00741241,0.0998808,0
0.59,0,0.0022805,28004.2,0,0.00753799,0.0998767,0
0.6,0,0.00235682,28004.2,0,0.00766356,0.0998725,0
0.61,0,0.0024344,28004.2,0,0.00778913,0.0998683,0
0.62,0,0.00251323,28004.2,0,0.0079147,0.099864,0
0.63,0,0.00259332,28004.2,0,0.00804027,0.0998596,0
0.64,0,0.00267467,28004.2,0,0.00816583,0.0998552,0
0.65,0,0.00275727,28004.2,0,0.00829138,0.0998507,0
0.66,0,0.00284112,28004.2,0,0.00841694,0.0998461,0
0.67,0,0.00292623,28004.2,0,0.00854249,0.0998414,0
0.68,0,0.0030126,28004.2,0,0.00866804,0.0998367,0
0.69,0,0.00310022,28004.2,0,0.00879358,0.0998319,0
0.7,0,0.0031891,28004.2,0,0.00891913,0.0998271,0
0.71,0,0.00327923,28004.2,0,0.00904466,0.0998222,0
0.72,0,0.00337062,28004.2,0,0.0091702,0.0998172,0
0.73,0,0.00346326,28004.2,0,0.00929573,0.0998121,0
0.74,0,0.00355716,28004.2,0,0.00942126,0.099807,0
0.75,0,0.00365232,28004.2,0,0.00954678,0.0998018,0
0.76,0,0.00374873,28004.2,0,0.0096723,0.0997965,0
0.77,0,0.00384639,28004.2,0,0.00979781,0.0997912,0
0.78,0,0.00394531,28004.2,0,0.00992333,0.0997858,0
0.79,0,0.00404548,28004.2,0,0.0100488,0.0997803,0
0.8,0,0.00414691,28004.2,0,0.0101743,0.0997748,0
0.81,0,0.0042496,28004.2,0,0.0102998,0.0997691,0
0.82,0,0.00435354,28004.2,0,0.0104253,0.0997635,0
0.83,0,0.00445873,28004.2,0,0.0105508,0.0997577,0
