-1,0,-0.459117,-0.205497
0,0.500226,0.000204549,9.62098e-05
1800,0.500452,0.000218556,0.000192418
3600,0.500678,0.000232559,0.000288624
5400,0.500904,0.000246558,0.000384828
7200,0.50113,0.000260553,0.000481031
9000,0.501356,0.000274545,0.000577231
10800,0.501582,0.000288533,0.00067343
12600,0.501808,0.000302517,0.000769627
14400,0.502034,0.000316497,0.000865823
16200,0.50226,0.000330473,0.000962016
18000,0.502486,0.000344446,0.00105821
19800,0.502712,0.000358414,0.0011544
21600,0.502938,0.000372379,0.00125058
23400,0.503164,0.00038634,0.00134677
25200,0.50339,0.000400298,0.00144295
27000,0.503616,0.000414251,0.00153914
28800,0.503842,0.000428201,0.00163532
30600,0.504068,0.000442147,0.0017315
32400,0.504294,0.000456089,0.00182767
34200,0.50452,0.000470027,0.00192385
36000,0.504746,0.000483962,0.00202002
37800,0.504972,0.000497893,0.00211619
39600,0.505198,0.00051182,0.00221236
41400,0.505424,0.000525743,0.00230853
43200,0.50565,0.000539663,0.00240469
45000,0.505876,0.000553578,0.00250085
46800,0.506102,0.00056749,0.00259702
48600,0.506328,0.000581398,0.00269318
50400,0.506554,0.000595303,0.00278933
52200,0.50678,0.000609203,0.00288549
54000,0.507005,0.0006231,0.00298164
55800,0.507231,0.000636993,0.00307779
57600,0.507457,0.000650883,0.00317394
59400,0.507683,0.000664768,0.00327009
61200,0.507909,0.00067865,0.00336624
63000,0.508135,0.000692528,0.00346238
64800,0.508361,0.000706402,0.00355852
66600,0.508587,0.000720273,0.00365466
68400,0.508813,0.00073414,0.0037508
70200,0.509038,0.000748003,0.00384694
72000,0.509264,0.000761862,0.00394307
73800,0.50949,0.000775718,0.0040392
75600,0.509716,0.00078957,0.00413533
77400,0.509942,0.000803418,0.00423146
79200,0.510168,0.000817262,0.00432758
81000,0.510394,0.000831103,0.00442371
82800,0.51062,0.00084494,0.00451983
84600,0.510845,0.000858773,0.00461595
86400,0.511071,0.000872603,0.00471207
88200,0.511297,0.000886429,0.00480818
90000,0.511523,0.000900251,0.0049043
91800,0.511749,0.000914069,0.00500041
93600,0.511975,0.000927884,0.00509652
95400,0.5122,0.000941695,0.00519263
97200,0.512426,0.000955502,0.00528873
99000,0.512652,0.000969306,0.00538483
100800,0.512878,0.000983105,0.00548094
102600,0.513104,0.000996902,0.00557704
104400,0.513329,0.00101069,0.00567313
106200,0.513555,0.00102448,0.00576923
108000,0.513781,0.00103827,0.00586532
109800,0.514007,0.00105205,0.00596141
111600,0.514233,0.00106583,0.0060575
113400,0.514458,0.0010796,0.00615359
115200,0.514684,0.00109337,0.00624967
117000,0.51491,0.00110714,0.00634575
118800,0.515136,0.0011209,0.00644183
120600,0.515361,0.00113466,0.00653791
122400,0.515587,0.00114842,0.00663399
124200,0.515813,0.00116217,0.00673006
126000,0.516039,0.00117592,0.00682614
127800,0.516264,0.00118966,0.00692221
129600,0.51649,0.0012034,0.00701827
131400,0.516716,0.00121714,0.00711434
133200,0.516942,0.00123087,0.0072104
135000,0.517167,0.0012446,0.00730646
136800,0.517393,0.00125833,0.00740252
138600,0.517619,0.00127205,0.00749858
140400,0.517844,0.00128577,0.00759463
142200,0.51807,0.00129949,0.00769069
144000,0.518296,0.0013132,0.00778674
145800,0.518522,0.00132691,0.00788278
147600,0.518747,0.00134061,0.00797883
149400,0.518973,0.00135431,0.00807487
151200,0.519199,0.00136801,0.00817092
153000,0.519424,0.0013817,0.00826696
154800,0.51965,0.00139539,0.00836299
156600,0.519876,0.00140908,0.00845903
158400,0.520101,0.00142276,0.00855506
160200,0.520327,0.00143644,0.00865109
162000,0.520553,0.00145011,0.00874712
163800,0.520778,0.00146379,0.00884315
165600,0.521004,0.00147745,0.00893917
167400,0.52123,0.00149112,0.00903519
169200,0.521455,0.00150478,0.00913121
171000,0.521681,0.00151844,0.00922723
172800,0.521906,0.00153209,0.00932324
174600,0.522132,0.00154574,0.00941926
176400,0.522358,0.00155939,0.00951527
178200,0.522583,0.00157303,0.00961127
180000,0.522809,0.00158667,0.00970728
181800,0.523035,0.0016003,0.00980328
183600,0.52326,0.00161394,0.00989928
185400,0.523486,0.00162757,0.00999528
187200,0.523711,0.00164119,0.0100913
189000,0.523937,0.00165481,0.0101873
190800,0.524163,0.00166843,0.0102833
192600,0.524388,0.00168204,0.0103793
194400,0.524614,0.00169565,0.0104752
196200,0.524839,0.00170926,0.0105712
198000,0.525065,0.00172286,0.0106672
199800,0.52529,0.00173646,0.0107632
201600,0.525516,0.00175006,0.0108592
203400,0.525742,0.00176365,0.0109551
205200,0.525967,0.00177724,0.0110511
207000,0.526193,0.00179083,0.0111471
208800,0.526418,0.00180441,0.0112431
210600,0.526644,0.00181799,0.011339
212400,0.526869,0.00183156,0.011435
214200,0.527095,0.00184513,0.011531
216000,0.52732,0.0018587,0.0116269
217800,0.527546,0.00187227,0.0117229
219600,0.527771,0.00188583,0.0118188
221400,0.527997,0.00189938,0.0119148
223200,0.528222,0.00191294,0.0120107
225000,0.528448,0.00192649,0.0121067
226800,0.528673,0.00194003,0.0122026
228600,0.528899,0.00195358,0.0122986
230400,0.529124,0.00196712,0.0123945
232200,0.52935,0.00198065,0.0124904
234000,0.529575,0.00199418,0.0125864
235800,0.529801,0.00200771,0.0126823
237600,0.530026,0.00202124,0.0127782
239400,0.530252,0.00203476,0.0128742
241200,0.530477,0.00204828,0.0129701
243000,0.530703,0.00206179,0.013066
244800,0.530928,0.0020753,0.0131619
246600,0.531154,0.00208881,0.0132579
248400,0.531379,0.00210232,0.0133538
250200,0.531604,0.00211582,0.0134497
252000,0.53183,0.00212931,0.0135456
253800,0.532055,0.00214281,0.0136415
255600,0.532281,0.0021563,0.0137374
257400,0.532506,0.00216978,0.0138333
259200,0.532732,0.00218327,0.0139292
261000,0.532957,0.00219675,0.0140251
262800,0.533182,0.00221022,0.014121
264600,0.533408,0.0022237,0.0142169
266400,0.533633,0.00223716,0.0143128
268200,0.533859,0.00225063,0.0144087
270000,0.534084,0.00226409,0.0145046
271800,0.534309,0.00227755,0.0146005
273600,0.534535,0.00229101,0.0146963
275400,0.53476,0.00230446,0.0147922
277200,0.534986,0.00231791,0.0148881
279000,0.535211,0.00233135,0.014984
280800,0.535436,0.00234479,0.0150798
282600,0.535662,0.00235823,0.0151757
284400,0.535887,0.00237166,0.0152716
286200,0.536112,0.0023851,0.0153674
288000,0.536338,0.00239852,0.0154633
289800,0.536563,0.00241195,0.0155592
291600,0.536788,0.00242537,0.015655
293400,0.537014,0.00243878,0.0157509
295200,0.537239,0.0024522,0.0158467
297000,0.537464,0.00246561,0.0159426
298800,0.53769,0.00247901,0.0160384
300600,0.537915,0.00249242,0.0161343
302400,0.53814,0.00250582,0.0162301
304200,0.538366,0.00251921,0.0163259
306000,0.538591,0.00253261,0.0164218
307800,0.538816,0.002546,0.0165176
309600,0.539041,0.00255938,0.0166134
311400,0.539267,0.00257277,0.0167093
313200,0.539492,0.00258614,0.0168051
315000,0.539717,0.00259952,0.0169009
316800,0.539943,0.00261289,0.0169967
318600,0.540168,0.00262626,0.0170925
320400,0.540393,0.00263963,0.0171884
322200,0.540618,0.00265299,0.0172842
324000,0.540844,0.00266635,0.01738
325800,0.541069,0.0026797,0.0174758
327600,0.541294,0.00269305,0.0175716
329400,0.541519,0.0027064,0.0176674
331200,0.541745,0.00271975,0.0177632
333000,0.54197,0.00273309,0.017859
334800,0.542195,0.00274643,0.0179548
336600,0.54242,0.00275976,0.0180506
338400,0.542646,0.00277309,0.0181464
340200,0.542871,0.00278642,0.0182421
342000,0.543096,0.00279975,0.0183379
343800,0.543321,0.00281307,0.0184337
345600,0.543546,0.00282639,0.0185295
347400,0.543772,0.0028397,0.0186253
349200,0.543997,0.00285301,0.018721
351000,0.544222,0.00286632,0.0188168
352800,0.544447,0.00287962,0.0189126
354600,0.544672,0.00289292,0.0190083
356400,0.544898,0.00290622,0.0191041
358200,0.545123,0.00291952,0.0191998
360000,0.545348,0.00293281,0.0192956
361800,0.545573,0.00294609,0.0193914
363600,0.545798,0.00295938,0.0194871
365400,0.546023,0.00297266,0.0195828
367200,0.546248,0.00298594,0.0196786
369000,0.546474,0.00299921,0.0197743
370800,0.546699,0.00301248,0.0198701
372600,0.546924,0.00302575,0.0199658
374400,0.547149,0.00303901,0.0200615
376200,0.547374,0.00305227,0.0201573
378000,0.547599,0.00306553,0.020253
379800,0.547824,0.00307878,0.0203487
381600,0.548049,0.00309203,0.0204444
383400,0.548275,0.00310528,0.0205402
385200,0.5485,0.00311852,0.0206359
387000,0.548725,0.00313177,0.0207316
388800,0.54895,0.003145,0.0208273
390600,0.549175,0.00315824,0.020923
392400,0.5494,0.00317147,0.0210187
394200,0.549625,0.00318469,0.0211144
396000,0.54985,0.00319792,0.0212101
397800,0.550075,0.00321114,0.0213058
399600,0.5503,0.00322436,0.0214015
401400,0.550525,0.00323757,0.0214972
403200,0.55075,0.00325078,0.0215929
405000,0.550976,0.00326399,0.0216886
406800,0.551201,0.00327719,0.0217843
408600,0.551426,0.00329039,0.0218799
